Province,Year,GDP_100M_Yuan,GDP_Per_Capita,GDP_Index,Primary_Industry_Value_Added,Secondary_Industry_Value_Added,Tertiary_Industry_Value_Added,Agriculture_Forestry_Livestock_Fishery_Value_Added,Industrial_Value_Added,Construction_Value_Added,Wholesale_Retail_Value_Added,Real_Estate_Value_Added,Accommodation_Catering_Value_Added,Other_Industries_Value_Added,Total_Population,Gender_Ratio_Female_100,All_Residents_Per_Capita_Disposable_Income,Urban_Per_Capita_Disposable_Income,Rural_Per_Capita_Disposable_Income,All_Residents_Per_Capita_Consumption_Expenditure,Urban_Per_Capita_Consumption_Expenditure,Rural_Per_Capita_Consumption_Expenditure,Resident_Consumption,Urban_Resident_Consumption_100M_Yuan,Rural_Resident_Consumption_100M_Yuan,Resident_Consumption_Level_Yuan,Urban_Resident_Consumption_Level_Yuan,Rural_Resident_Consumption_Level_Yuan,Urban_Registered_Unemployment_10K_People,Urban_Registered_Unemployment_Rate,Consumer_Price_Index,Resident_Consumption_Level_Index,Urban_Consumption_Level_Index,Rural_Consumption_Level_Index,Local_Government_Budget_Revenue,Local_Government_Budget_Expenditure,Expenditure_Method_GDP,Income_Method_GDP,Final_Consumption,Gross_Fixed_Capital_Formation,Final_Consumption_Rate,Government_Consumption,Labor_Compensation,Fixed_Asset_Depreciation,Net_Production_Taxes,Inventory_Increase,Primary_Industry_Share,Secondary_Industry_Share,Tertiary_Industry_Share,Urban_Rural_Income_Ratio,Government_Expenditure_GDP_Ratio,GDP_Per_Capita_10K_Yuan,GDP_Growth_Rate,Unemployment_Rate_Per_10K
天津市,2017,12450.6,87280.0,103.4,169.0,4564.1,7717.5,174.0,3942.5,704.0,1313.6,1124.5,147.2,2583.2,1410.0,111.1,37022.0,40278.0,21754.0,27841.0,30284.0,16386.0,6078.2,5440.5,637.6,38975.0,42067.0,23952.0,26.0,3.5,102.1,106.4,106.3,106.5,2310.36,3282.54,18549.2,12450.6,8424.2,10137.5,45.4,2346.0,5093.6,2218.4,2035.1,329.7,1.3573643037283343,36.65767111625143,61.98496458002024,1.8515215592534706,26.364512553611874,88.30212765957447,3.4000000000000057,1.8439716312056738
天津市,2018,13362.9,95689.0,103.4,175.3,4835.3,8352.3,181.0,4276.9,674.1,1345.2,1143.4,157.9,2997.2,1383.0,115.72,39506.0,42976.0,23065.0,29903.0,32655.0,16863.0,,,,,,,25.8,3.5,102.0,,,,2106.24,3103.16,,,,,,,,,,,1.311840992598912,36.18451084719634,62.50364816020474,1.8632560156080642,23.222204760942606,96.62255965292842,3.4000000000000057,1.8655097613882863
天津市,2019,14055.5,101557.0,104.8,185.4,4947.2,8922.9,191.8,4372.3,693.8,1357.3,1238.5,169.1,3337.2,1385.0,123.17,42404.0,46119.0,24804.0,31854.0,34811.0,17843.0,,,,,,,26.1,3.5,102.7,,,,2410.41,3555.71,,,,,,,,,,,1.3190565970616484,35.1976094767173,63.48333392622105,1.8593372036768263,25.297641492654122,101.48375451263539,4.799999999999997,1.8844765342960292
宁夏回族自治区,2013,2327.7,35135.0,109.8,210.7,1059.5,1057.5,222.2,846.3,214.2,139.1,108.7,36.2,398.4,666.0,104.32,14566.0,21476.0,7599.0,11292.0,15807.0,6740.0,880.8,657.3,223.6,13537.0,19671.0,7062.0,4.7,4.1,103.4,108.8,105.0,116.1,308.34,922.48,2565.1,2327.7,1340.1,2223.0,52.2,459.3,1223.3,312.3,256.4,111.2,9.051853761223526,45.51703398204236,45.43111225673412,2.8261613370180285,39.63053658117455,34.950450450450454,9.799999999999997,0.7057057057057057
宁夏回族自治区,2014,2473.9,36815.0,108.0,216.9,1113.7,1143.4,229.6,881.0,233.7,146.1,120.7,38.6,441.6,678.0,105.8,15907.0,23285.0,8410.0,12485.0,17216.0,7676.0,999.5,737.1,262.4,15193.0,21212.0,8454.0,5.0,4.0,101.9,111.7,107.7,117.7,339.86,1000.45,2752.1,2473.9,1468.6,2987.7,53.4,469.1,1309.0,346.8,264.0,116.0,8.767178658043655,45.01616814874697,46.21665319320938,2.7687277051129606,40.44019564250778,36.4882005899705,8.0,0.7374631268436578
宁夏回族自治区,2015,2579.4,37876.0,108.0,236.8,1116.8,1225.8,250.7,874.7,243.1,143.8,102.4,40.6,523.3,684.0,106.16,17329.0,25186.0,9119.0,13816.0,18984.0,8415.0,1143.9,869.8,274.1,17210.0,24041.0,9050.0,4.9,4.0,101.1,112.5,108.2,120.0,373.4,1138.49,2911.8,2579.4,1719.7,3516.9,59.1,575.7,1407.2,352.2,246.1,103.8,9.18042955726138,43.296890749786776,47.522679692951854,2.761925649742296,44.13778398077072,37.71052631578947,8.0,0.716374269005848
宁夏回族自治区,2016,2781.4,40339.0,107.4,241.0,1179.7,1360.7,255.7,925.4,255.4,154.0,109.3,43.0,611.5,695.0,106.7,18832.0,27153.0,9852.0,14965.0,20364.0,9138.0,1246.8,950.4,296.4,18570.0,25384.0,9980.0,5.1,3.9,101.5,107.2,104.9,109.6,387.66,1254.54,3168.6,2781.4,1891.6,3757.1,59.7,644.8,1516.7,384.1,252.4,70.8,8.664701229596606,42.41389228446106,48.921406485942335,2.7560901339829478,45.10462357086359,40.020143884892086,7.400000000000006,0.7338129496402876
宁夏回族自治区,2017,3200.3,45718.0,107.3,250.6,1406.0,1543.7,266.3,1129.2,278.1,173.5,131.2,45.6,727.6,705.0,96.91,20562.0,29472.0,10738.0,15350.0,20219.0,9982.0,1428.5,1080.9,347.6,21058.0,27887.0,11956.0,5.1,3.9,101.6,108.0,103.3,118.5,417.59,1372.78,3443.6,3200.3,2113.2,3835.7,61.4,684.7,1728.3,448.3,287.7,-28.8,7.830515889135394,43.93338124550823,48.23610286535637,2.7446451853231513,42.89535356060369,45.39432624113475,7.299999999999997,0.7234042553191489
宁夏回族自治区,2018,3510.2,49614.0,106.8,279.4,1488.1,1742.7,296.1,1191.0,298.5,190.2,145.7,49.4,883.4,710.0,98.27,22400.0,31895.0,11708.0,16715.0,21977.0,10790.0,,,,,,,5.4,3.9,102.3,,,,436.52,1419.06,,,,,,,,,,,7.959660418209788,42.39359580650675,49.64674377528346,2.724205671335839,40.42675631018176,49.43943661971831,6.799999999999997,0.7605633802816902
宁夏回族自治区,2019,3748.5,52537.0,106.5,280.0,1587.1,1881.4,297.7,1272.5,316.2,202.3,160.6,53.7,962.1,717.0,105.95,24412.0,34328.0,12858.0,18297.0,24161.0,11465.0,,,,,,,5.1,3.7,102.1,,,,423.58,1438.29,,,,,,,,,,,7.469654528478058,42.33960250766973,50.19074296385221,2.6697775703841966,38.36974789915966,52.28033472803347,6.5,0.7112970711297071
安徽省,2013,20584.0,34404.0,110.3,2173.2,10233.4,8177.4,2250.3,8045.3,2203.8,1989.8,939.5,374.0,2637.2,5988.0,104.11,15154.0,22789.0,8850.0,10544.0,14594.0,7200.0,6981.3,5040.8,1940.6,11618.0,17779.0,6114.0,32.4,3.4,102.4,103.8,102.1,100.5,2075.08,4349.69,17212.1,20584.0,9189.3,9739.1,53.4,2208.0,10335.0,2312.8,3180.0,179.9,10.55771472988729,49.71531286436067,39.726972405752036,2.5750282485875706,21.131412747765253,34.37541750167001,10.299999999999997,0.5410821643286573
安徽省,2014,22519.7,37580.0,109.2,2295.0,10982.6,9242.1,2380.3,8595.2,2405.1,2204.1,1079.5,416.8,3038.2,5997.0,98.6,16796.0,24839.0,9916.0,11727.0,16107.0,7981.0,7839.2,5658.0,2181.2,12944.0,19259.0,6994.0,31.5,3.2,101.6,107.0,104.1,109.8,2218.44,4664.1,20848.8,22519.7,10136.8,10723.8,48.6,2297.6,11280.0,2656.9,3465.9,181.9,10.19107714578791,48.768855712997954,41.04006714121414,2.504941508672852,20.71119952752479,37.55160913790228,9.200000000000003,0.5252626313156579
安徽省,2015,23831.2,39692.0,108.7,2376.1,10838.3,10616.8,2467.3,8360.5,2495.3,2420.1,1164.8,500.0,3811.5,6011.0,104.9,18363.0,26936.0,10821.0,12840.0,17234.0,8975.0,8522.5,6168.6,2353.8,13941.0,20251.0,7674.0,30.9,3.1,101.3,107.2,104.8,108.8,2454.3,5239.01,22005.6,23831.2,10970.5,11106.5,49.9,2448.0,12192.8,2811.6,3391.6,205.8,9.970542817818659,45.479455503709424,44.55000167847192,2.4892338970520282,21.983827923058847,39.64598236566295,8.700000000000003,0.5140575611379138
安徽省,2016,26307.7,43686.0,108.8,2489.8,11517.5,12300.5,2603.8,8909.4,2626.7,2656.3,1522.2,552.8,4528.1,6033.0,105.52,19998.0,29156.0,11720.0,14712.0,19606.0,10287.0,9541.6,6965.5,2576.1,15466.0,22030.0,8565.0,30.4,3.2,101.8,108.1,105.8,109.3,2672.79,5522.95,24407.6,26307.7,12112.8,12345.1,49.6,2571.2,13434.2,3215.0,3561.2,162.6,9.464113304799337,43.77979154471298,46.756095150487695,2.487713310580205,20.99366345214519,43.60633184153821,8.799999999999997,0.5038952428310957
安徽省,2017,29676.2,49092.0,108.6,2582.3,12681.2,14412.7,2707.3,9739.9,2961.7,2924.0,1921.7,614.7,5532.8,6057.0,104.92,21863.0,31640.0,12758.0,15752.0,20740.0,11106.0,10670.4,7843.3,2827.1,17141.0,23888.0,9610.0,29.0,2.9,101.2,108.1,105.6,109.7,2812.45,6203.81,27018.0,29676.2,13498.9,13569.2,50.0,2828.5,15169.3,3680.7,3945.3,154.3,8.701585782546283,42.73188615793127,48.56652805952245,2.4800125411506504,20.90500131418443,48.99488195476308,8.599999999999994,0.4787848770018161
安徽省,2018,34010.9,56063.0,108.0,2638.0,14094.4,17278.5,2776.0,10639.8,3476.9,3184.0,2711.4,688.2,6526.7,6076.0,106.06,23984.0,34393.0,13996.0,17045.0,21523.0,12748.0,,,,,,,28.1,2.8,102.0,,,,3048.67,6572.15,,,,,,,,,,,7.756336939040132,41.44083220379349,50.802830857166384,2.457344955701629,19.323658003757618,55.975806451612904,8.0,0.4624753127057275
安徽省,2019,36845.5,60561.0,107.3,2916.0,14970.0,18959.5,3069.2,11181.7,3811.6,3404.0,2888.4,741.9,7456.7,6092.0,102.13,26415.0,37540.0,15416.0,19137.0,23782.0,14546.0,,,,,,,26.8,2.6,102.7,,,,3182.71,7392.22,,,,,,,,,,,7.914127912499492,40.62911346025974,51.456758627240774,2.435132330046705,20.062748503887857,60.481779382797114,7.299999999999997,0.43992120814182534
山东省,2013,47344.3,48673.0,109.4,4454.1,22615.9,20274.3,4630.8,19475.3,3188.6,5843.5,2445.2,619.2,6892.4,9746.0,103.87,19008.0,26882.0,10687.0,11897.0,16646.0,6877.0,16241.4,12040.6,4200.8,16728.0,23358.0,9224.0,42.2,3.2,102.2,110.1,107.7,112.0,4559.95,6688.8,54684.3,47344.3,22601.6,29249.5,41.3,6360.2,19205.1,6820.5,7261.3,1703.4,9.40789070701225,47.769002815544845,42.8231064774429,2.5153925329839995,14.127994288647209,48.57818592242972,9.400000000000006,0.4329981530884466
山东省,2014,50774.8,51933.0,108.5,4662.8,23588.0,22524.0,4857.3,20178.2,3476.1,6604.9,2641.2,681.1,7525.1,9808.0,102.65,20864.0,29222.0,11882.0,13329.0,18323.0,7962.0,18726.6,13732.4,4994.2,19184.0,25869.0,11215.0,43.1,3.3,101.9,110.1,106.6,116.1,5026.83,7177.31,59426.6,50774.8,24193.1,31647.1,40.7,5466.5,21273.3,7413.6,7786.4,2133.7,9.183295650598328,46.456116026060165,44.360588323341496,2.459350277731022,14.135575127819312,51.76876019575857,8.5,0.4394371941272431
山东省,2015,55288.8,56205.0,107.8,4902.8,24814.9,25571.1,5110.8,21156.5,3731.6,7306.6,2828.8,802.5,9024.9,9866.0,104.45,22703.0,31545.0,12930.0,14578.0,19854.0,8748.0,20308.4,14844.7,5463.7,20684.0,26993.0,12651.0,43.7,3.4,101.2,109.0,105.2,115.0,5529.33,8250.01,63002.3,55288.8,26144.4,33229.4,41.5,5836.1,24929.6,8321.6,6425.8,2358.0,8.867618758229515,44.88232698123309,46.2500542605374,2.4396751740139213,14.921665870845452,56.03973241435232,7.799999999999997,0.4429353334684776
山东省,2016,58762.5,59239.0,107.4,4830.3,25565.0,28367.2,5072.3,21696.0,3909.4,7842.4,3065.4,868.2,10378.6,9973.0,104.14,24685.0,34012.0,13954.0,15926.0,21495.0,9519.0,25593.4,18958.5,6634.9,25860.0,33016.0,15970.0,45.8,3.5,102.1,108.5,104.6,114.2,5860.18,8755.21,68024.5,58762.5,32149.7,33548.7,47.3,6556.3,26516.7,8892.7,6759.6,1088.6,8.220038289725592,43.505637098489686,48.27432461178473,2.4374372939658877,14.899315039353327,58.92158828837862,7.400000000000006,0.45923994785921984
山东省,2017,63012.1,62993.0,107.3,4832.7,26925.6,31253.8,5114.7,22515.8,4441.0,8057.1,3469.4,983.7,11638.7,10033.0,101.68,26930.0,36789.0,15118.0,17281.0,23072.0,10342.0,28285.5,20854.3,7431.1,28353.0,34955.0,18530.0,45.7,3.4,101.5,108.6,105.2,113.9,6098.63,9258.4,72634.2,63012.1,35185.9,34704.0,48.4,6900.5,29879.5,8958.8,7635.6,1708.6,7.66947935396535,42.73084058458613,49.59968006144852,2.4334568064558804,14.693051017185589,62.80484401475132,7.299999999999997,0.4554968603608094
山东省,2018,66648.9,66284.0,106.3,4950.5,27523.7,34174.7,5273.9,22613.0,5024.9,8747.1,3963.1,1040.7,12730.0,10077.0,100.77,29205.0,39549.0,16297.0,18780.0,24798.0,11270.0,,,,,,,46.5,3.4,102.5,,,,6485.4,10100.96,,,,,,,,,,,7.427729489909061,41.2965555320493,51.275714978041655,2.426765662391851,15.155478935136212,66.13962488835963,6.299999999999997,0.461446859184281
山东省,2019,70540.5,69901.0,105.3,5117.0,28171.8,37251.7,5477.1,22755.1,5532.8,9564.8,4073.7,1173.7,14149.9,10106.0,101.92,31597.0,42329.0,17775.0,20427.0,26731.0,12309.0,,,,,,,44.2,3.3,103.2,,,,6526.71,10739.76,,,,,,,,,,,7.2539888432886075,39.93705743509048,52.80895372162091,2.381378340365682,15.224955876411423,69.80061349693251,5.299999999999997,0.43736394221254704
山西省,2013,11987.2,33848.0,109.0,697.6,6684.3,4605.3,733.1,6113.9,574.1,1007.6,569.3,121.6,1653.2,3535.0,105.52,15120.0,22258.0,7949.0,10118.0,13763.0,6458.0,4372.7,3071.3,1301.4,12078.0,16341.0,7476.0,21.1,3.1,103.1,110.5,107.5,113.5,1701.62,3030.13,12602.2,11987.2,6182.8,8693.5,49.1,1810.1,6102.7,1758.4,1796.5,475.5,5.819540843566471,55.76197944474105,38.41847971169247,2.800100641590137,25.27804658302189,33.91004243281471,9.0,0.5968882602545968
山西省,2014,12094.7,34248.0,104.9,736.6,6378.0,4980.1,775.9,5769.2,612.9,1026.8,636.6,133.3,1817.7,3528.0,103.3,16538.0,24069.0,8809.0,10864.0,14637.0,6992.0,4569.7,3230.6,1339.0,12622.0,17189.0,7692.0,24.5,3.4,101.7,105.0,102.4,107.2,1820.64,3085.28,12761.5,12094.7,6365.6,8818.5,49.9,1795.9,6088.4,2018.4,1766.1,431.2,6.090270945124724,52.73384209612475,41.17588695875053,2.732319218980588,25.509355337461866,34.28202947845805,4.900000000000006,0.6944444444444444
山西省,2015,11836.4,33593.0,103.0,726.2,5219.7,5890.5,767.1,4597.2,626.2,1117.1,680.3,156.2,2321.4,3519.0,107.49,17854.0,25828.0,9454.0,11729.0,15819.0,7421.0,5251.4,3783.3,1468.1,14364.0,19018.0,8809.0,25.6,3.5,100.6,111.5,112.1,106.4,1642.35,3422.97,12766.5,11836.4,7134.7,8821.6,55.9,1883.3,6135.4,1986.6,1583.7,448.4,6.135311412253727,44.098712446351925,49.76597614139435,2.731965305690713,28.91901253759589,33.6356919579426,3.0,0.7274793975561239
山西省,2016,11946.4,33972.0,104.1,724.3,5113.6,6108.5,766.8,4441.2,676.6,1108.1,700.8,165.8,2432.2,3514.0,106.04,19049.0,27352.0,10082.0,12683.0,16993.0,8029.0,5533.3,4029.5,1503.7,15065.0,19724.0,9226.0,26.1,3.5,101.1,103.7,102.5,103.7,1557.0,3428.86,13055.6,11946.4,7451.5,8369.4,57.1,1918.2,6236.8,1959.9,1576.3,1095.0,6.062914350766757,42.80452688676086,51.13255876247237,2.7129537790121008,28.70203575972678,33.99658508821855,4.099999999999994,0.742743312464428
山西省,2017,14484.3,41242.0,106.8,719.2,6635.3,7129.8,764.1,5887.3,752.9,1148.5,956.5,176.8,2980.0,3510.0,108.34,20420.0,29132.0,10788.0,13664.0,18404.0,8424.0,6694.4,4893.7,1800.7,18132.0,23345.0,11284.0,26.5,3.4,101.1,118.8,116.5,121.4,1867.0,3756.42,15528.4,14484.3,8756.4,6700.1,56.4,2062.0,7287.8,2301.8,1890.9,454.6,4.965376303998123,45.81029114282361,49.22433255317827,2.700407860585836,25.934425550423562,41.26581196581196,6.799999999999997,0.754985754985755
山西省,2018,15958.1,45517.0,106.6,740.8,7074.5,8142.9,788.4,6260.2,819.9,1328.3,1035.7,193.5,3467.2,3502.0,104.73,21990.0,31035.0,11750.0,14810.0,19790.0,9172.0,,,,,,,24.6,3.3,101.8,,,,2292.7,4283.91,,,,,,,,,,,4.6421275582459165,44.33144088932335,51.026431552430715,2.6412765957446807,26.84473715542577,45.56853226727584,6.599999999999994,0.7024557395773844
山西省,2019,16961.6,48469.0,106.1,825.3,7466.3,8670.0,875.5,6582.7,894.8,1361.6,1066.7,207.1,3814.5,3497.0,102.32,23828.0,33262.0,12902.0,15863.0,21159.0,9728.0,,,,,,,21.3,2.7,102.7,,,,2347.75,4710.76,,,,,,,,,,,4.8656966323931705,44.018842562022456,51.11546080558438,2.5780499147419005,27.773087444580703,48.50328853302831,6.099999999999994,0.6090935087217616
广东省,2013,62503.4,56029.0,108.5,2876.4,29343.0,30284.0,2950.0,27142.1,2260.5,7404.6,3956.0,1256.7,10797.4,11270.0,110.84,23421.0,29537.0,11068.0,17421.0,21621.0,8938.0,25208.5,21772.0,3436.5,23739.0,30440.0,9914.0,38.0,2.4,102.5,106.4,105.5,108.0,7081.47,8411.0,62164.0,62503.4,32196.2,24997.7,51.8,6987.8,29956.4,7953.3,8826.9,1053.0,4.601989651762945,46.946246124210845,48.45176422402621,2.6686844958438742,13.456867946383715,55.459982253771074,8.5,0.33717834960070986
广东省,2014,68173.0,59909.0,107.8,3038.7,31930.4,33204.0,3118.4,29497.8,2496.2,7946.3,4309.3,1333.4,12108.8,11489.0,118.62,25685.0,32148.0,12246.0,19205.0,23612.0,10043.0,26263.1,21913.9,4349.3,24582.0,30216.0,12674.0,36.8,2.4,102.3,108.3,106.9,113.4,8065.08,9152.64,67809.9,68173.0,33920.6,27930.8,50.0,7657.4,32662.5,9310.1,9787.4,829.0,4.457329943922162,46.83724225537639,48.70542780070144,2.625183733463988,13.425608378683643,59.337627295674125,7.799999999999997,0.32030638001566714
广东省,2015,74732.4,64516.0,108.0,3189.8,33913.8,37628.9,3275.1,31315.5,2684.4,8030.9,5280.5,1452.8,13910.9,11678.0,113.51,27859.0,34757.0,13360.0,20976.0,25673.0,11103.0,28438.6,23884.1,4554.5,26365.0,32393.0,13344.0,37.0,2.5,101.5,106.8,106.2,107.5,9366.78,12827.8,72812.6,74732.4,37211.3,29250.4,51.1,8772.7,36848.2,10391.6,9401.2,1123.7,4.268290235172114,45.38025624728198,50.35145351754592,2.6015718562874253,17.16497797474723,63.994177085117315,8.0,0.31683507449905807
广东省,2016,82163.2,69671.0,107.5,3500.5,35499.2,43163.5,3593.6,32677.9,2909.5,8924.7,6615.7,1575.9,16418.4,11908.0,113.02,30296.0,37684.0,14512.0,23448.0,28613.0,12415.0,31127.6,26113.9,5013.6,28495.0,34667.0,14784.0,38.0,2.5,102.3,105.7,104.9,107.0,10390.35,13446.09,80854.9,82163.2,40885.9,33279.7,50.6,9758.3,40626.1,11141.5,10237.7,1367.4,4.260423157812744,43.2057174014644,52.53385944072285,2.596747519294377,16.365100190839694,68.99832045683574,7.5,0.31911320120927106
广东省,2017,91648.7,76218.0,107.5,3611.4,38536.6,49500.7,3712.7,35344.0,3289.3,9642.1,8178.6,1654.3,19349.9,12141.0,113.46,33003.0,40975.0,15780.0,24820.0,30198.0,13200.0,34097.1,28712.2,5384.9,30762.0,37257.0,15943.0,37.1,2.5,101.5,105.2,104.3,107.6,11320.35,15037.48,89705.2,91648.7,45129.0,38390.9,50.3,11031.9,45801.8,11658.9,11354.3,1266.7,3.9404814252684437,42.04816871379518,54.01134986093638,2.596641318124208,16.407739553316087,75.48694506218598,7.5,0.30557614694012025
广东省,2018,99945.2,81625.0,106.8,3836.4,41398.5,54710.4,3948.9,37651.1,3849.8,10476.0,8533.7,1749.4,22410.7,12348.0,117.27,35810.0,44341.0,17168.0,26054.0,30924.0,15411.0,,,,,,,36.6,2.4,102.2,,,,12105.26,15729.26,,,,,,,,,,,3.8384996593136447,41.421157373083076,54.74034296760328,2.58277027027027,15.737884360629625,80.94039520570132,6.799999999999997,0.29640427599611274
广东省,2019,107986.9,86956.0,106.2,4350.6,43368.2,60268.1,4478.3,39141.8,4334.0,11000.2,9543.2,1880.5,25186.9,12489.0,118.05,39014.0,48118.0,18818.0,28995.0,34424.0,16949.0,,,,,,,36.9,2.3,103.4,,,,12654.53,17297.85,,,,,,,,,,,4.028822014522132,40.16061207424234,55.810565911235535,2.5570198745881605,16.018470758953168,86.46560973656818,6.200000000000003,0.29546000480422774
广西壮族自治区,2013,12448.4,26416.0,110.0,2290.6,4709.3,5448.4,2343.6,3699.7,1013.0,1133.4,733.4,284.8,1925.0,4731.0,109.44,14082.0,22689.0,7793.0,9596.0,14470.0,6035.0,5504.4,3983.8,1520.6,11710.0,19185.0,5795.0,18.0,3.3,102.2,109.1,107.9,105.4,1317.6,3208.67,14378.0,12448.4,7407.7,9725.6,51.5,1903.3,6493.9,1447.4,2081.3,403.8,18.400906147827413,37.8308684720002,43.768225380172396,2.9114590016681636,25.775762346968285,26.312407524836186,10.0,0.3804692454026633
广西壮族自治区,2014,13587.8,28603.0,108.3,2413.4,5145.6,6028.8,2473.9,4023.8,1126.0,1178.7,816.1,284.7,2229.5,4770.0,108.36,15557.0,24669.0,8683.0,10274.0,15045.0,6675.0,6131.5,4413.5,1718.1,12944.0,20518.0,6644.0,18.7,3.2,102.1,107.6,103.8,112.4,1422.28,3479.79,15672.9,13587.8,8187.7,10463.1,52.2,2056.1,7607.1,1587.4,2140.8,326.7,17.761521364753676,37.869265076024085,44.369213559222246,2.841068755038581,25.609664552024615,28.485953878406708,8.299999999999997,0.39203354297693915
广西壮族自治区,2015,14797.8,30890.0,107.9,2565.5,5391.0,6841.4,2633.0,4159.1,1232.8,1252.5,963.4,289.8,2581.7,4811.0,105.57,16873.0,26416.0,9467.0,11401.0,16321.0,7582.0,6645.7,4756.8,1888.8,13857.0,21076.0,7439.0,18.1,2.9,101.5,107.3,104.4,110.9,1515.16,4065.51,16803.1,14797.8,8878.5,11264.7,52.8,2232.9,8449.3,1822.2,2236.8,187.5,17.33691942775664,36.430844917184196,46.23223565505916,2.790324284356185,27.47374609739286,30.758262315526917,7.900000000000006,0.3762211598420287
广西壮族自治区,2016,16116.6,33340.0,107.0,2800.3,5621.0,7695.3,2877.0,4307.3,1315.0,1351.0,1130.6,301.1,2986.6,4857.0,108.43,18305.0,28324.0,10359.0,12295.0,17268.0,8351.0,7231.8,5155.0,2076.8,15013.0,22491.0,8225.0,18.1,2.9,101.6,106.3,103.7,109.1,1556.27,4441.7,18317.6,16116.6,9834.5,12114.1,53.7,2602.7,9367.9,1872.8,2211.2,249.8,17.375252844892845,34.877083255773556,47.74766389933362,2.7342407568298097,27.559783080798677,33.182211241507105,7.0,0.37265801935351045
广西壮族自治区,2017,17790.7,36441.0,107.1,2878.3,6138.3,8774.1,2964.7,4680.1,1466.0,1485.8,1376.5,322.7,3448.3,4907.0,109.2,19905.0,30502.0,11325.0,13424.0,18349.0,9437.0,7847.1,5522.1,2325.0,16064.0,22970.0,9371.0,14.7,2.2,101.6,106.5,102.4,113.4,1615.13,4908.55,18523.3,17790.7,10505.4,9034.5,56.7,2658.4,10245.1,2099.4,2325.2,329.9,16.178677623702274,34.50285823492049,49.31846414137724,2.6933333333333334,27.590538877053746,36.25575708171999,7.099999999999994,0.2995720399429387
广西壮族自治区,2018,19627.8,39837.0,106.8,3021.1,6692.9,9913.9,3116.4,5101.9,1606.6,1607.6,1650.2,342.7,3968.6,4947.0,108.47,21485.0,32436.0,12435.0,14935.0,20159.0,10617.0,,,,,,,16.7,2.3,102.3,,,,1681.45,5310.74,,,,,,,,,,,15.391865660615755,34.098910224731114,50.509224114653115,2.608443908323281,27.057235146068333,39.67616737416616,6.799999999999997,0.3375783303011926
广西壮族自治区,2019,21237.1,42778.0,106.0,3389.7,7046.4,10801.0,3493.9,5246.6,1816.1,1759.0,1798.8,376.9,4374.5,4982.0,106.98,23328.0,34745.0,13676.0,16418.0,21591.0,12045.0,,,,,,,19.7,2.6,103.7,,,,1811.89,5850.96,,,,,,,,,,,15.96121881047789,33.179671424064495,50.859109765457625,2.5405820415326117,27.55065427953911,42.62765957446808,6.0,0.39542352468888
新疆维吾尔自治区,2013,8392.6,36988.0,111.0,1326.6,3479.9,3586.2,1378.8,2951.6,630.3,560.5,364.3,119.1,1506.7,2285.0,105.25,13670.0,21091.0,7847.0,11392.0,16858.0,7103.0,2563.5,1818.4,745.2,11401.0,18285.0,5942.0,11.9,3.4,103.9,103.7,106.1,102.1,1128.49,3067.12,8360.2,8392.6,4599.2,6943.7,55.0,2035.7,4357.5,1304.2,1076.6,248.7,15.806593825586518,41.46341463414634,42.72999154026713,2.687778768956289,36.54552820341729,36.72910284463895,11.0,0.5207877461706784
新疆维吾尔自治区,2014,9264.5,40193.0,110.0,1406.7,3829.3,4028.5,1466.6,3211.2,717.2,552.2,366.2,129.3,1757.4,2325.0,104.5,15097.0,23214.0,8724.0,11904.0,17685.0,7365.0,2837.0,1980.7,856.3,12435.0,19176.0,6859.0,11.2,3.2,102.1,107.0,102.8,113.5,1282.34,3317.79,9273.5,9264.5,5024.5,8301.4,54.2,2187.5,4931.2,1462.3,1230.6,-18.9,15.183765988450537,41.33304549624913,43.48318851530034,2.660935350756534,35.81186248583302,39.847311827956986,10.0,0.48172043010752685
新疆维吾尔自治区,2015,9306.9,39520.0,108.8,1409.7,3446.1,4451.2,1479.8,2770.9,779.7,525.2,379.4,139.7,2084.0,2385.0,104.12,16859.0,26275.0,9425.0,12867.0,19415.0,7698.0,3187.1,2231.2,955.9,13684.0,20532.0,7694.0,10.3,2.9,100.6,108.4,106.2,108.8,1330.9,3804.87,9324.8,9306.9,5639.8,8755.7,60.5,2452.7,5346.3,1606.8,1111.9,29.6,15.146663801439777,37.02696894810358,47.82636725045664,2.787798408488064,40.882248654224284,39.02264150943396,8.799999999999997,0.4318658280922432
新疆维吾尔自治区,2016,9630.8,40020.0,107.5,1473.2,3446.1,4711.6,1554.0,2686.8,840.1,588.3,405.8,142.8,2203.2,2428.0,104.48,18355.0,28463.0,10183.0,14066.0,21229.0,8277.0,3627.2,2532.4,1094.9,15247.0,22272.0,8816.0,9.7,2.5,101.4,110.4,107.6,113.2,1298.95,4138.25,9649.7,9630.8,6155.3,8655.1,63.8,2528.1,5605.0,1652.9,975.5,15.0,15.296597410418547,35.78170264461264,48.92169994496879,2.7951487773740546,42.968912239897,39.66556836902801,7.5,0.3995057660626029
